title,label_id,label,text,keywords
How make difference between working version control directories?,3,svn,how make difference between working version control directories ,directories-0.4751	difference-0.4304
oracle materialized view refresh time,2,oracle,oracle materialized view refresh time,materialized-0.615	refresh-0.5
How do I know you have logged in a Sharepoint WebPage?,14,sharepoint,how do i know you have logged in a sharepoint webpage ,webpage-0.5849	logged-0.5793
"Best way to simulate ""group by"" from bash",10,bash,best way to simulate group by from bash,simulate-0.6409	group-0.4801
Looking for info on custom drawing of interface components (Cocoa),8,cocoa,looking for info on custom drawing of interface components cocoa ,components-0.4624	drawing-0.4139
How save XPathExpression result to separate XML with ancestor structure?,18,linq,how save xpathexpression result to separate xml with ancestor structure ,ancestor-0.4884	xpathexpression-0.4884
Launch safari from a Mac application,9,osx,launch safari from a mac application,safari-0.601	launch-0.5976
Non-mathematical use cases for functional programming ?,13,scala,non mathematical use cases for functional programming ,mathematical-0.5603	cases-0.4535
Visual Studio 2008 Fatal Execution Engine Error (7A2E0F92),7,visual-studio,visual studio fatal execution engine error a e f ,fatal-0.5302	engine-0.5109
Do I still need to learn about managing memory now that Objective-C/Cocoa has Garbage collection?,8,cocoa,do i still need to learn about managing memory now that objective c cocoa has garbage collection ,garbage-0.4288	managing-0.4204
Creating relationships between posts in WordPress,1,wordpress,creating relationships between posts in wordpress,relationships-0.6298	posts-0.5194
How to update SPItemEventReceiver assembly version for a list in SharePoint?,14,sharepoint,how to update spitemeventreceiver assembly version for a list in sharepoint ,spitemeventreceiver-0.5993	assembly-0.4804
Rotating a Div Element in jQuery,15,ajax,rotating a div element in jquery,rotating-0.6306	div-0.504
"Fonts in pdf documents screwed up when generated with latex (specifically, pdflatex) on mac osx.",9,osx,fonts in pdf documents screwed up when generated with latex specifically pdflatex on mac osx ,pdflatex-0.3912	latex-0.3756
What are the differences between using an iframe and ajax to include the contents of an external page?,15,ajax,what are the differences between using an iframe and ajax to include the contents of an external page ,iframe-0.4636	differences-0.4354
"In Mac OS X, is there a programmatic way to get the machine to go to sleep/hibernate?",9,osx,in mac os x is there a programmatic way to get the machine to go to sleep hibernate ,programmatic-0.5188	sleep-0.5057
What is the best way to model an Association Class in Core Data?,8,cocoa,what is the best way to model an association class in core data ,association-0.4876	model-0.4352
QX11EmbedContainer and QProcess problem...,16,qt,qx embedcontainer and qprocess problem ,embedcontainer-0.5687	qx-0.5687
install EventFilter on QWidget (qt4.4.3/kde4),16,qt,install eventfilter on qwidget qt kde ,eventfilter-0.5585	kde-0.5585
Globalizing source code,7,visual-studio,globalizing source code,globalizing-0.7869	source-0.4746
JSP-based Templating with Spring,11,spring,jsp based templating with spring,templating-0.6671	jsp-0.5509
Apache giving a 400 Error on a FastCGI VirtualHost,4,apache,apache giving a error on a fastcgi virtualhost,fastcgi-0.549	virtualhost-0.5336
How useful is NSObject's isMemberOfClass: method?,8,cocoa,how useful is nsobject s ismemberofclass method ,ismemberofclass-0.5884	nsobject-0.565
"Using LINQ how do I have a grouping by a ""calculated field""",18,linq,using linq how do i have a grouping by a calculated field ,calculated-0.5876	grouping-0.5492
Can someone explain source (versioning) control to me?,3,svn,can someone explain source versioning control to me ,versioning-0.6153	explain-0.5336
Graphic effects library for Core Graphics?,8,cocoa,graphic effects library for core graphics ,graphic-0.5297	effects-0.4845
Drupal How to see document attached to Node for anonymous users,17,drupal,drupal how to see document attached to node for anonymous users,attached-0.542	anonymous-0.438
Implications of foldr vs. foldl (or foldl'),19,haskell,implications of foldr vs foldl or foldl ,foldl-0.7948	implications-0.4263
How to make warnings persist in visual studio,7,visual-studio,how to make warnings persist in visual studio,warnings-0.5864	persist-0.5764
is JFig language syntax efficient and clear (and better than Spring-Framework's XML DSL)?,11,spring,is jfig language syntax efficient and clear and better than spring framework s xml dsl ,jfig-0.442	dsl-0.3944
SVN (mod_dav) 403 FORBIDDEN OPTION request,4,apache,svn mod_dav forbidden option request,mod_dav-0.6051	forbidden-0.5159
Visual Studio and the build for anycpu option,7,visual-studio,visual studio and the build for anycpu option,anycpu-0.6822	option-0.4476
Best toolkit for new Web application (odd requirements),15,ajax,best toolkit for new web application odd requirements ,requirements-0.4946	odd-0.4749
SharePoint admin,14,sharepoint,sharepoint admin,admin-0.8315	sharepoint-0.5555
LINQ - Update null integer data field,18,linq,linq update null integer data field,integer-0.5235	null-0.4674
Drupal Aggregator input format,17,drupal,drupal aggregator input format,aggregator-0.6883	format-0.4681
Linq SubmitChanges not updating decimal fields ... why?,18,linq,linq submitchanges not updating decimal fields why ,decimal-0.5503	submitchanges-0.5503
How do I deploy an Oracle database?,2,oracle,how do i deploy an oracle database ,deploy-0.7425	database-0.5298
Extending Forms Authentication Timeout When Making AJAX Calls With jQuery,15,ajax,extending forms authentication timeout when making ajax calls with jquery,extending-0.4133	timeout-0.4105
Is there any way to silence the 'hold' function in Matlab,6,matlab,is there any way to silence the hold function in matlab,silence-0.6252	hold-0.5926
NSTask and which not finding my installed git location,8,cocoa,nstask and which not finding my installed git location,nstask-0.5388	git-0.433
Outer Joins and Linq,18,linq,outer joins and linq,outer-0.6731	joins-0.6547
Hand Coded GUI Versus Qt Designer GUI,16,qt,hand coded gui versus qt designer gui,gui-0.6075	coded-0.4296
What's the fastest way to walk through an Excel Range object backwards?,5,excel,what s the fastest way to walk through an excel range object backwards ,walk-0.5237	backwards-0.4881
Adding to the Where clause of an Update in LinQ-to-Entities,18,linq,adding to the where clause of an update in linq to entities,clause-0.5232	entities-0.5213
Does LINQ use DataRelations to optimize joins?,18,linq,does linq use datarelations to optimize joins ,datarelations-0.5953	optimize-0.4778
Sharepoint as template application,14,sharepoint,sharepoint as template application,template-0.6884	application-0.5538
How do I tell Apache which PHP to use?,4,apache,how do i tell apache which php to use ,tell-0.6448	php-0.4913
How to change Visual Studio Auto Format,7,visual-studio,how to change visual studio auto format,auto-0.5319	format-0.5238
Is it possible to have different SharePoint web applications authenticating against different sub-domains in AD?,14,sharepoint,is it possible to have different sharepoint web applications authenticating against different sub domains in ad ,different-0.4861	authenticating-0.4362
Conditional .htaccess RewriteRule parameter,4,apache,conditional htaccess rewriterule parameter,rewriterule-0.5421	conditional-0.5261
ascending/descending in LINQ - can one change the order via parameter?,18,linq,ascending descending in linq can one change the order via parameter ,descending-0.5638	ascending-0.5414
Mac Browsers - Is IE5.5 for the Mac officially dead?,9,osx,mac browsers is ie for the mac officially dead ,officially-0.5636	mac-0.5159
How to create a dynamic Linq Join extension method,18,linq,how to create a dynamic linq join extension method,extension-0.493	dynamic-0.4449
Use list item on Master Page,14,sharepoint,use list item on master page,master-0.6289	item-0.4658
"How do I control a job's ""name"" in Bash?",10,bash,how do i control a job s name in bash ,job-0.746	control-0.5303
How do I test for an Oracle connection,2,oracle,how do i test for an oracle connection,connection-0.6472	test-0.6329
Visual Studio add-on gallery?,7,visual-studio,visual studio add on gallery ,gallery-0.7328	add-0.4281
LINQ Query - Explanation needed of why these examples are different.,18,linq,linq query explanation needed of why these examples are different ,explanation-0.5303	needed-0.485
When should I dispose of a data context,18,linq,when should i dispose of a data context,dispose-0.7703	context-0.5164
What is the maximum number of characters allowed in a Note field in SharePoint?,14,sharepoint,what is the maximum number of characters allowed in a note field in sharepoint ,note-0.5149	allowed-0.4421
Adding a subview below my UITableView,8,cocoa,adding a subview below my uitableview,subview-0.6551	uitableview-0.6359
jQuery and AJAX,15,ajax,jquery and ajax,jquery-0.8124	ajax-0.5831
How do you typically import data from a spreadsheet to multiple database columns?,5,excel,how do you typically import data from a spreadsheet to multiple database columns ,typically-0.5382	spreadsheet-0.4224
Exporting Excel cell data to database via Excel macro?,5,excel,exporting excel cell data to database via excel macro ,excel-0.5056	exporting-0.4849
Wrapping text inside a bound field in SPGridView,14,sharepoint,wrapping text inside a bound field in spgridview,spgridview-0.4973	wrapping-0.4889
"In excel automation, how to gracefully handle invalid file format error upon file opening?",5,excel,in excel automation how to gracefully handle invalid file format error upon file opening ,gracefully-0.4609	file-0.3862
Identify a table with maximum rows in Oracle,2,oracle,identify a table with maximum rows in oracle,identify-0.5693	maximum-0.526
Oracle: How can I programmatically arrange to have my current connection killed?,2,oracle,oracle how can i programmatically arrange to have my current connection killed ,killed-0.534	arrange-0.5113
sharepoint permition on apple computers,14,sharepoint,sharepoint permition on apple computers,permition-0.6193	computers-0.5527
Access Denied to all SVN Directories,3,svn,access denied to all svn directories,denied-0.6087	directories-0.5541
rebuild indexes oracle 10G,2,oracle,rebuild indexes oracle g,rebuild-0.6991	indexes-0.6398
how can I search an svn repository for the existance of files in any revision,3,svn,how can i search an svn repository for the existance of files in any revision,existance-0.6223	revision-0.4353
Show home in breadcrumb navgation in Document Library in My Site in SharePoint,14,sharepoint,show home in breadcrumb navgation in document library in my site in sharepoint,navgation-0.5288	breadcrumb-0.4813
SVN Mergeinfo properties on paths other than the Working Copy root,3,svn,svn mergeinfo properties on paths other than the working copy root,mergeinfo-0.5351	paths-0.4152
Best way to implement realtime UI updates like SO's 'new answer' notifier?,15,ajax,best way to implement realtime ui updates like so s new answer notifier ,notifier-0.4373	realtime-0.4076
Is it possible to enable ClearType on Visual Studio only?,7,visual-studio,is it possible to enable cleartype on visual studio only ,cleartype-0.6797	enable-0.4819
how do you add an existing directory tree to a project in visual studio,7,visual-studio,how do you add an existing directory tree to a project in visual studio,tree-0.47	existing-0.4567
"Haskell, Lisp, and verbosity",19,haskell,haskell lisp and verbosity,verbosity-0.6989	lisp-0.6514
How do I draw a badge on my Dock icon using Cocoa?,8,cocoa,how do i draw a badge on my dock icon using cocoa ,badge-0.5722	dock-0.4491
What's the easiest way to create an array of structs?,8,cocoa,what s the easiest way to create an array of structs ,structs-0.6085	easiest-0.5188
Can Spotlight index a MacFUSE filesystem?,9,osx,can spotlight index a macfuse filesystem ,macfuse-0.5908	filesystem-0.5037
How Can I add additional functions to Visual Studio's Server Explorer?,7,visual-studio,how can i add additional functions to visual studio s server explorer ,additional-0.5028	explorer-0.4931
When does using structs make sense in cocoa?,8,cocoa,when does using structs make sense in cocoa ,sense-0.5767	structs-0.5654
Storing Dates in Oracle via Hibernate,12,hibernate,storing dates in oracle via hibernate,storing-0.6281	dates-0.6178
OSX - always hide certain files,9,osx,osx always hide certain files,hide-0.5714	certain-0.5382
Detect OS from a bash script,10,bash,detect os from a bash script,detect-0.6509	script-0.4604
Getting the row of a NSButtonCell,9,osx,getting the row of a nsbuttoncell,nsbuttoncell-0.7316	row-0.5098
"USB (PNY 4GB) suddenly appears empty - mounts, but name is strange, files not there",9,osx,usb pny gb suddenly appears empty mounts but name is strange files not there,mounts-0.4153	pny-0.4153
McAfee deletes code from VBA module,5,excel,mcafee deletes code from vba module,mcafee-0.6081	deletes-0.5335
Adding related data with multiple LINQ to SQL DataContexts,18,linq,adding related data with multiple linq to sql datacontexts,datacontexts-0.6047	related-0.4405
Save entire desktop state?,9,osx,save entire desktop state ,desktop-0.5499	entire-0.5273
Looking for Matlab to F#/C# Script Convertor,6,matlab,looking for matlab to f c script convertor,convertor-0.7211	looking-0.5132
What setting might be causing an AMP server to only allow 1 request at a time per browser?,4,apache,what setting might be causing an amp server to only allow request at a time per browser ,amp-0.4831	causing-0.3989
save graphs in Haskell,19,haskell,save graphs in haskell,graphs-0.7438	save-0.5609
Migrating from SVN to Perforce -- Tips?  Experience?,3,svn,migrating from svn to perforce tips experience ,perforce-0.5174	experience-0.4937
Visual Haskell 2008,7,visual-studio,visual haskell ,haskell-0.7071	visual-0.7071
When should I use $ (and can it always be replaced with parentheses)?,19,haskell,when should i use and can it always be replaced with parentheses ,replaced-0.6808	parentheses-0.6609
How do you get a minimal SDL program to compile and link in visual studio 2008 express?,7,visual-studio,how do you get a minimal sdl program to compile and link in visual studio express ,sdl-0.4708	minimal-0.4538
Allow mobile access to an InfoPath form on a forms server/sharepoint instance,14,sharepoint,allow mobile access to an infopath form on a forms server sharepoint instance,infopath-0.4303	mobile-0.4083
How to get google page rank and number of searches in excel sheet,5,excel,how to get google page rank and number of searches in excel sheet,rank-0.4988	searches-0.4904
How do I get controls on an NSPanel to look correct?,8,cocoa,how do i get controls on an nspanel to look correct ,nspanel-0.604	controls-0.4734
MATLAB settings - stop if errors,6,matlab,matlab settings stop if errors,settings-0.5709	stop-0.5379
How do you use mod_rewrite to move a site down a sub directory?,4,apache,how do you use mod_rewrite to move a site down a sub directory ,sub-0.5245	mod_rewrite-0.4744
LINQ- Combine Multiple List<T>  and order by a value (.Net 3.5),18,linq,linq combine multiple list t and order by a value net ,combine-0.5227	order-0.4075
Visual Studio Attach to Process,7,visual-studio,visual studio attach to process,attach-0.6816	process-0.5282
Is it safe to commit more files as a pre-commit hook,3,svn,is it safe to commit more files as a pre commit hook,commit-0.6921	pre-0.4013
Ajax Toolkit ReorderList Two components with the same id 'componentid' can't be added to the applicaiton,15,ajax,ajax toolkit reorderlist two components with the same id componentid can t be added to the applicaiton,componentid-0.4372	applicaiton-0.4199
Mutual recursion -- can someone help explain how this code works?,19,haskell,mutual recursion can someone help explain how this code works ,mutual-0.5264	explain-0.4296
How to give NSWindow a particular background color,8,cocoa,how to give nswindow a particular background color,nswindow-0.6003	particular-0.4805
"How to debug ""Unexpected debug information initialization error -- 'Failed to find a required export in the runtime.'""",7,visual-studio,how to debug unexpected debug information initialization error failed to find a required export in the runtime ,debug-0.5431	unexpected-0.344
Add date without exceeding a month.,2,oracle,add date without exceeding a month ,exceeding-0.6644	month-0.5426
"Does it exist an API for ""International Settings"" in Visual Studio?",7,visual-studio,does it exist an api for international settings in visual studio ,international-0.5393	exist-0.4414
"What is the ""Task group"" field in a SharePoint Task list for?",14,sharepoint,what is the task group field in a sharepoint task list for ,task-0.8167	group-0.3483
How do you change the ListTemplateID of an existing SharePoint list?,14,sharepoint,how do you change the listtemplateid of an existing sharepoint list ,listtemplateid-0.6856	existing-0.4561
Loading data into a Cocoa view before the application loads,8,cocoa,loading data into a cocoa view before the application loads,loads-0.6119	loading-0.4174
How can I set the schema name used by hibernate entities at query time?,12,hibernate,how can i set the schema name used by hibernate entities at query time ,schema-0.4601	entities-0.4568
Displaying code snippets in Sharepoint wiki,14,sharepoint,displaying code snippets in sharepoint wiki,snippets-0.5664	wiki-0.5424
A useful example of when to use vsize function instead of length function in Oracle?,2,oracle,a useful example of when to use vsize function instead of length function in oracle ,vsize-0.4779	function-0.4596
Auto complete by end/middle of line in bash,10,bash,auto complete by end middle of line in bash,middle-0.5414	complete-0.459
os x: sending mail to localhost,9,osx,os x sending mail to localhost,mail-0.5541	localhost-0.5439
Long-lived connections (asynchronous server push) with Apache/PHP/Javascript?,4,apache,long lived connections asynchronous server push with apache php javascript ,lived-0.4734	push-0.4036
Visual Studio Performance with External Hard Drive,7,visual-studio,visual studio performance with external hard drive,drive-0.5306	hard-0.513
Parsing unsupported date formats in via Cocoa's NSDate,8,cocoa,parsing unsupported date formats in via cocoa s nsdate,unsupported-0.5095	nsdate-0.4829
How to Capture / Post system-wide Keyboard / Mouse events under OSX ?,9,osx,how to capture post system wide keyboard mouse events under osx ,wide-0.4986	mouse-0.4022
Subversion merge Trunk to Branch,3,svn,subversion merge trunk to branch,trunk-0.566	branch-0.5322
Visual Stuido: Make view code default,7,visual-studio,visual stuido make view code default,stuido-0.6414	default-0.3855
Create an Excel macro which searches a heading and copy-paste the column,5,excel,create an excel macro which searches a heading and copy paste the column,heading-0.4923	searches-0.4498
Office XP Shared Addin VS 2008,7,visual-studio,office xp shared addin vs ,xp-0.5191	addin-0.4746
How to put more than 1000 values into an Oracle IN clause,2,oracle,how to put more than values into an oracle in clause,clause-0.7128	values-0.5633
"Testing in Visual Studio Succeeds Individually, Fails in a Set",7,visual-studio,testing in visual studio succeeds individually fails in a set,individually-0.5244	succeeds-0.509
Linq and DeleteAllOnSubmit pain,18,linq,linq and deleteallonsubmit pain,deleteallonsubmit-0.6795	pain-0.6795
Are there any good drag&drop AJAX web app toolkits out there?,15,ajax,are there any good drag drop ajax web app toolkits out there ,toolkits-0.5687	drag-0.4179
ASP.Net ScriptControl - Add the Javascript get_events method : Possible?,15,ajax,asp net scriptcontrol add the javascript get_events method possible ,get_events-0.5166	scriptcontrol-0.4961
ASP.Net ScriptControl - Call one method from another,15,ajax,asp net scriptcontrol call one method from another,scriptcontrol-0.706	asp-0.4324
Adding Sort Keys and Filter to Oracle Stored Procedure,2,oracle,adding sort keys and filter to oracle stored procedure,keys-0.4492	sort-0.4053
Display os x window full screen on secondary monitor using Cocoa,8,cocoa,display os x window full screen on secondary monitor using cocoa,secondary-0.5017	monitor-0.4592
examining Subversion history of deleted file,3,svn,examining subversion history of deleted file,examining-0.6289	deleted-0.4812
How to use Office from Visual Studio C#?,7,visual-studio,how to use office from visual studio c ,office-0.717	use-0.4149
Naming convention for Qt widgets,16,qt,naming convention for qt widgets,convention-0.587	naming-0.5622
Filtering Null values in Select,18,linq,filtering null values in select,filtering-0.5825	null-0.5127
"OS X: creating or extracting preview(.jpg,.png) of .eps file",9,osx,os x creating or extracting preview jpg png of eps file,eps-0.4395	jpg-0.4067
Show a list of words repetited in haskell,19,haskell,show a list of words repetited in haskell,repetited-0.6935	words-0.5718
Is there a metadata exclusion filter for the SVN DIFF command?,3,svn,is there a metadata exclusion filter for the svn diff command ,exclusion-0.5433	metadata-0.4679
Using Git in a Company?,3,svn,using git in a company ,company-0.7419	git-0.5962
exersise in haskell,19,haskell,exersise in haskell,exersise-0.9212	haskell-0.3891
onreadystatechange function not being called,15,ajax,onreadystatechange function not being called,onreadystatechange-0.7408	called-0.5524
What does the Alias attribute of FieldRef do?,14,sharepoint,what does the alias attribute of fieldref do ,fieldref-0.6805	alias-0.4957
Javascript/Ajax - Manually remove event handler from a Sys.EventHandlerList(),15,ajax,javascript ajax manually remove event handler from a sys eventhandlerlist ,eventhandlerlist-0.4829	sys-0.4118
How best to convert a SharePoint multi-user field string into an array of SPUsers?,14,sharepoint,how best to convert a sharepoint multi user field string into an array of spusers ,spusers-0.5374	multi-0.3724
Free SQL Query generator tool for oracle database?,2,oracle,free sql query generator tool for oracle database ,generator-0.5194	free-0.4483
Why library name gets an additional 0 is its name?,16,qt,why library name gets an additional is its name ,additional-0.6253	gets-0.6253
Viewstate error on SharePoint custom site page with SPGridView,14,sharepoint,viewstate error on sharepoint custom site page with spgridview,viewstate-0.5791	spgridview-0.5168
Best file system to transfer 5+GB files between OS X and Windows on removable media,9,osx,best file system to transfer gb files between os x and windows on removable media,gb-0.4483	removable-0.4395
Oracle: how to use updateXML to update multiple nodes in a document?,2,oracle,oracle how to use updatexml to update multiple nodes in a document ,updatexml-0.6013	nodes-0.4094
In Subversion can I be a user other than my login name?,3,svn,in subversion can i be a user other than my login name ,login-0.6729	user-0.526
Typed FP: Tuple Arguments and Curriable Arguments,19,haskell,typed fp tuple arguments and curriable arguments,arguments-0.6	curriable-0.4476
Insufficiente privileges when creating a trigger for a table in another schema,2,oracle,insufficiente privileges when creating a trigger for a table in another schema,insufficiente-0.5464	privileges-0.4552
comparisons of ajax libraries,15,ajax,comparisons of ajax libraries,comparisons-0.7464	libraries-0.5741
"In-place editing, version control - what's your solution?",3,svn,in place editing version control what s your solution ,editing-0.5118	place-0.5063
How do I add a file to Subversion that has the same name as a directory that was deleted?,3,svn,how do i add a file to subversion that has the same name as a directory that was deleted ,deleted-0.6108	directory-0.4451
Problems with Matlab javabuilder and memory,6,matlab,problems with matlab javabuilder and memory,javabuilder-0.7079	memory-0.4557
Automatically adding .Net code comments,7,visual-studio,automatically adding net code comments,comments-0.5459	automatically-0.4672
Ajax Response from  CGI program,15,ajax,ajax response from cgi program,cgi-0.6025	response-0.548
PyQt: getting widgets to resize automatically in a QDialog,16,qt,pyqt getting widgets to resize automatically in a qdialog,pyqt-0.4721	qdialog-0.4721
pl/sql REPLACE() function isn't handling carriage-returns & line-feeds,2,oracle,pl sql replace function isn t handling carriage returns line feeds,carriage-0.4538	feeds-0.3823
How to move autocompleted closing tag in Visual Studio,7,visual-studio,how to move autocompleted closing tag in visual studio,autocompleted-0.6301	closing-0.5195
[bash] Fill placeholders in file in single pass,10,bash, bash fill placeholders in file in single pass,placeholders-0.6512	pass-0.477
Syncing a Core Data Model With A Web Service,8,cocoa,syncing a core data model with a web service,syncing-0.5573	model-0.4241
HibernateTransactionManager(Spring) with multiple Session Factories,11,spring,hibernatetransactionmanager spring with multiple session factories,hibernatetransactionmanager-0.6135	factories-0.5718
[bash] Escape a string for sed search pattern,10,bash, bash escape a string for sed search pattern,escape-0.4974	sed-0.4944
eliminate sort order on Data tab of SQL Devloper table view.,2,oracle,eliminate sort order on data tab of sql devloper table view ,devloper-0.496	eliminate-0.4352
What is your code maintenance strategy for custom SharePoint assemblies?,14,sharepoint,what is your code maintenance strategy for custom sharepoint assemblies ,assemblies-0.5182	maintenance-0.5119
Oracle Database to Class Diagram,2,oracle,oracle database to class diagram,diagram-0.7228	class-0.4321
Determine if a sequence contains all elements of another sequence using Linq,18,linq,determine if a sequence contains all elements of another sequence using linq,sequence-0.7477	contains-0.3662
hibernate criteria - querying tables in n:m relationship,12,hibernate,hibernate criteria querying tables in n m relationship,querying-0.5266	relationship-0.4943
With svn how do I add a log message to trunk when creating a tag?,3,svn,with svn how do i add a log message to trunk when creating a tag ,trunk-0.4576	tag-0.4263
"How can I add a link to the SharePoint ""create"" page?",14,sharepoint,how can i add a link to the sharepoint create page ,link-0.5425	create-0.4401
"Is there a foreach in Matlab?  If so, how does it behave if the underlying data changes?",6,matlab,is there a foreach in matlab if so how does it behave if the underlying data changes ,underlying-0.506	behave-0.4804
Cocoa NSDocument: getting autosave to work,8,cocoa,cocoa nsdocument getting autosave to work,autosave-0.5845	nsdocument-0.5708
Idiomatic Scala Map manipulation,13,scala,idiomatic scala map manipulation,idiomatic-0.6246	manipulation-0.5763
llv8call on Mac OS X - 2nd try,9,osx,llv call on mac os x nd try,llv-0.603	try-0.4881
Linq to SQL: order by value in related table,18,linq,linq to sql order by value in related table,related-0.539	order-0.4342
"Compare integer in bash, unary operator expected",10,bash,compare integer in bash unary operator expected,unary-0.5192	expected-0.4342
Running a Socket Server in Cocoa,9,osx,running a socket server in cocoa,socket-0.667	running-0.4741
automatically execute an Excel macro on a cell change,5,excel,automatically execute an excel macro on a cell change,execute-0.471	macro-0.4531
How do I prevent a subversion update with no changes from causing IIS from recompiling the website?,3,svn,how do i prevent a subversion update with no changes from causing iis from recompiling the website ,recompiling-0.4827	causing-0.3869
"How to force SharePoint tasks to be editable by ""Assigned To"" only?",14,sharepoint,how to force sharepoint tasks to be editable by assigned to only ,assigned-0.516	tasks-0.5041
LINQ Anonymous Types + MVC Views Help,18,linq,linq anonymous types mvc views help,anonymous-0.4865	views-0.426
"Protecting your images, CSS and Javascript files from being used by external sites with Apache?",4,apache,protecting your images css and javascript files from being used by external sites with apache ,protecting-0.4875	sites-0.3612
Table per Concrete Class Hierarchy in Hibernate,12,hibernate,table per concrete class hierarchy in hibernate,concrete-0.5981	hierarchy-0.5472
resolving svn binary conflicts,3,svn,resolving svn binary conflicts,resolving-0.5897	conflicts-0.573
TortoiseSVN can't connect to machine in workgroup,3,svn,tortoisesvn can t connect to machine in workgroup,workgroup-0.6275	tortoisesvn-0.4924
How can I change the SID or an Oracle XE instance.,2,oracle,how can i change the sid or an oracle xe instance ,sid-0.5957	xe-0.5442
How do I tell rsync to run only if the destination directory exists?,10,bash,how do i tell rsync to run only if the destination directory exists ,rsync-0.508	destination-0.4961
build argument lists containing whitespace for other commands,10,bash,build argument lists containing whitespace for other commands,whitespace-0.47	containing-0.4444
How to create a series of dates in Cocoa for a week,8,cocoa,how to create a series of dates in cocoa for a week,week-0.5681	series-0.4996
How to handle this exception?,19,haskell,how to handle this exception ,handle-0.7155	exception-0.6986
Possible to call Oracle FUNCTION from .Net using Enterprise Library?,2,oracle,possible to call oracle function from net using enterprise library ,enterprise-0.5733	library-0.3989
Is there a fast way to change tabindexes on a form with lots of controls?,7,visual-studio,is there a fast way to change tabindexes on a form with lots of controls ,tabindexes-0.5196	lots-0.4559
Designing sharepoint pages - what can I use?,14,sharepoint,designing sharepoint pages what can i use ,designing-0.704	pages-0.4987
Query about design guidelines for application development.,9,osx,query about design guidelines for application development ,guidelines-0.6243	design-0.4697
Does Oracle Applications API expose Web Services? (that can be called from .NET?),2,oracle,does oracle applications api expose web services that can be called from net ,expose-0.4897	called-0.3739
Haskell parser error in where clause,19,haskell,haskell parser error in where clause,parser-0.6289	clause-0.5794
How haskell tail recursion works?,19,haskell,how haskell tail recursion works ,tail-0.5793	recursion-0.5445
Creative uses of monads,19,haskell,creative uses of monads,creative-0.6774	monads-0.5437
High performance product catalog in asp.net?,18,linq,high performance product catalog in asp net ,high-0.5007	catalog-0.4882
Sharepoint: Is there some OOB way to delete provision files?,14,sharepoint,sharepoint is there some oob way to delete provision files ,oob-0.5899	provision-0.5498
LINQ ISNULL,18,linq,linq isnull,isnull-0.9263	linq-0.3769
Fastest way to navigate through files in TextMate?,9,osx,fastest way to navigate through files in textmate ,textmate-0.5522	navigate-0.5243
VSTS Database Edition and the GDR project structure,7,visual-studio,vsts database edition and the gdr project structure,gdr-0.5244	vsts-0.5244
Simple approve/reject form for SharePoint workflow?,14,sharepoint,simple approve reject form for sharepoint workflow ,approve-0.5417	reject-0.5417
SPContext.Current.Web.CurrentUser returns misleading value,14,sharepoint,spcontext current web currentuser returns misleading value,currentuser-0.4832	misleading-0.4832
How to know which URLs are mapped in the current servlet context in a Spring 2.0 Controller method?,11,spring,how to know which urls are mapped in the current servlet context in a spring controller method ,mapped-0.427	servlet-0.3905
How composite function with arbitrary arity in Haskell?,19,haskell,how composite function with arbitrary arity in haskell ,arity-0.6153	arbitrary-0.4829
Performance of Dynamic SQL with Bind vs Normal SQL within Package,2,oracle,performance of dynamic sql with bind vs normal sql within package,sql-0.5029	normal-0.4217
Linq vs. database views,18,linq,linq vs database views,views-0.593	database-0.5129
Problem with QVariant/QTreeWidgetItem/iterator on qt4.4.3,16,qt,problem with qvariant qtreewidgetitem iterator on qt ,qvariant-0.5726	qtreewidgetitem-0.5231
SharePoint Permission Levels in Production for Developers,14,sharepoint,sharepoint permission levels in production for developers,levels-0.5345	developers-0.4719
How can I select random files from a directory in bash?,10,bash,how can i select random files from a directory in bash ,random-0.5771	select-0.4642
"Visual Studio solutions, do you nest them?",7,visual-studio,visual studio solutions do you nest them ,nest-0.7006	solutions-0.5522
ASP.NET MVC and JQuery get info to controller,15,ajax,asp net mvc and jquery get info to controller,info-0.4844	controller-0.4377
How to remove a file/folder from a SVN repository and add to ignore list,3,svn,how to remove a file folder from a svn repository and add to ignore list,ignore-0.4487	folder-0.3951
How can I change the commiter of an old revision in SVN,3,svn,how can i change the commiter of an old revision in svn,commiter-0.6246	old-0.4807
Need Visual Studio macro to add banner to all C# files,7,visual-studio,need visual studio macro to add banner to all c files,banner-0.5835	macro-0.4234
"What's the difference between .bashrc, .bash_profile, and .environment?",10,bash,what s the difference between bashrc bash_profile and environment ,bash_profile-0.599	bashrc-0.5479
How to repace ${} variables in a *nix text file,10,bash,how to repace variables in a nix text file,nix-0.5933	repace-0.5933
Visual Studio + Crystal Reports + SourceSafe = auto checkout,7,visual-studio,visual studio crystal reports sourcesafe auto checkout,crystal-0.5034	sourcesafe-0.4499
how to call the c static library in a cocoa app ?,8,cocoa,how to call the c static library in a cocoa app ,static-0.5744	library-0.5072
Inherit existing web parts and override methods,14,sharepoint,inherit existing web parts and override methods,inherit-0.5085	parts-0.4363
Is there any way to block files being committed to SVN repository,3,svn,is there any way to block files being committed to svn repository,committed-0.5849	block-0.4325
How can I suppress the output due to a SIGSEGV or a SIGFPE in a Fortran 90 program?,10,bash,how can i suppress the output due to a sigsegv or a sigfpe in a fortran program ,sigfpe-0.4881	sigsegv-0.4881
